9.385964912280702066e-01,9.442815249266862665e-01,9.415204678362573132e-01,9.530791788856305402e-01,9.561403508771929571e-01,9.560117302052786314e-01,9.649122807017543879e-01,9.501466275659824490e-01,9.590643274853800637e-01,9.413489736070381753e-01
9.473684210526315264e-01,9.530791788856305402e-01,9.415204678362573132e-01,9.560117302052786314e-01,9.502923976608187440e-01,9.560117302052786314e-01,9.502923976608187440e-01,9.120234604105571519e-01,9.590643274853800637e-01,9.472140762463343577e-01
9.532163742690058506e-01,9.560117302052786314e-01,9.532163742690058506e-01,9.648093841642229052e-01,9.532163742690058506e-01,9.618768328445748139e-01,9.590643274853800637e-01,9.501466275659824490e-01,9.707602339181286011e-01,9.472140762463343577e-01
9.502923976608187440e-01,9.530791788856305402e-01,9.502923976608187440e-01,9.560117302052786314e-01,9.532163742690058506e-01,9.618768328445748139e-01,9.590643274853800637e-01,9.530791788856305402e-01,9.649122807017543879e-01,9.501466275659824490e-01
9.619883040935672813e-01,9.560117302052786314e-01,9.561403508771929571e-01,9.618768328445748139e-01,9.502923976608187440e-01,9.560117302052786314e-01,9.619883040935672813e-01,9.442815249266862665e-01,9.707602339181286011e-01,9.589442815249267227e-01
9.590643274853800637e-01,9.618768328445748139e-01,9.532163742690058506e-01,9.560117302052786314e-01,9.561403508771929571e-01,9.589442815249267227e-01,9.590643274853800637e-01,9.618768328445748139e-01,9.766081871345029253e-01,9.501466275659824490e-01
9.561403508771929571e-01,9.648093841642229052e-01,9.210526315789473450e-01,9.589442815249267227e-01,9.415204678362573132e-01,9.296187683284456993e-01,9.649122807017543879e-01,9.325513196480937905e-01,9.561403508771929571e-01,9.384164222873900840e-01
9.444444444444444198e-01,9.413489736070381753e-01,9.444444444444444198e-01,9.560117302052786314e-01,9.532163742690058506e-01,9.618768328445748139e-01,9.619883040935672813e-01,9.296187683284456993e-01,9.415204678362573132e-01,9.354838709677418818e-01
9.502923976608187440e-01,9.618768328445748139e-01,9.444444444444444198e-01,9.618768328445748139e-01,9.590643274853800637e-01,9.530791788856305402e-01,9.649122807017543879e-01,9.442815249266862665e-01,9.649122807017543879e-01,9.413489736070381753e-01
9.502923976608187440e-01,9.530791788856305402e-01,9.561403508771929571e-01,9.618768328445748139e-01,9.532163742690058506e-01,9.589442815249267227e-01,9.649122807017543879e-01,9.472140762463343577e-01,9.619883040935672813e-01,9.472140762463343577e-01
9.590643274853800637e-01,9.560117302052786314e-01,9.502923976608187440e-01,9.648093841642229052e-01,9.619883040935672813e-01,9.530791788856305402e-01,9.619883040935672813e-01,9.648093841642229052e-01,9.649122807017543879e-01,9.472140762463343577e-01
9.532163742690058506e-01,9.530791788856305402e-01,9.502923976608187440e-01,9.677419354838709964e-01,9.561403508771929571e-01,9.589442815249267227e-01,9.590643274853800637e-01,9.501466275659824490e-01,9.649122807017543879e-01,9.413489736070381753e-01
9.239766081871344516e-01,9.530791788856305402e-01,9.473684210526315264e-01,9.589442815249267227e-01,9.532163742690058506e-01,9.560117302052786314e-01,9.385964912280702066e-01,9.354838709677418818e-01,9.473684210526315264e-01,9.384164222873900840e-01
9.444444444444444198e-01,9.384164222873900840e-01,9.327485380116958824e-01,9.589442815249267227e-01,9.502923976608187440e-01,9.325513196480937905e-01,9.473684210526315264e-01,9.296187683284456993e-01,9.502923976608187440e-01,9.354838709677418818e-01
9.619883040935672813e-01,9.648093841642229052e-01,9.502923976608187440e-01,9.618768328445748139e-01,9.561403508771929571e-01,9.442815249266862665e-01,9.619883040935672813e-01,9.237536656891495168e-01,9.590643274853800637e-01,9.384164222873900840e-01
9.385964912280702066e-01,9.530791788856305402e-01,9.385964912280702066e-01,9.618768328445748139e-01,9.619883040935672813e-01,9.530791788856305402e-01,9.532163742690058506e-01,9.384164222873900840e-01,9.561403508771929571e-01,9.384164222873900840e-01
9.561403508771929571e-01,9.560117302052786314e-01,9.473684210526315264e-01,9.618768328445748139e-01,9.590643274853800637e-01,9.648093841642229052e-01,9.619883040935672813e-01,9.589442815249267227e-01,9.736842105263158187e-01,9.354838709677418818e-01
9.649122807017543879e-01,9.472140762463343577e-01,9.532163742690058506e-01,9.736070381231671789e-01,9.649122807017543879e-01,9.589442815249267227e-01,9.619883040935672813e-01,9.413489736070381753e-01,9.619883040935672813e-01,9.325513196480937905e-01
